ticket_subject,ticket_description,category,subcategory,device_type,tags
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,finance,medium"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,finance,critical"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,procurement,medium"
Desktop freezing randomly,The desktop computer freezes and requires a hard reboot several times a day.,hardware,desktop,desktop,"hardware,desktop,hr,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,it,medium"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,support,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,procurement,high"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,production,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,hr,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,general,desktop,"other,general,it,critical"
WiFi interference causing slow speeds,WiFi speeds in the open workspace are very slow due to suspected interference.,network,WiFi,tablet,"network,WiFi,r&d,medium"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,logistics,medium"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,it,medium"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,logistics,low"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,legal,medium"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,procurement,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,finance,low"
Laptop battery draining too fast,My laptop battery depletes within an hour even on low usage. Please investigate the battery health.,hardware,laptop,laptop,"hardware,laptop,support,critical"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,legal,high"
Laptop overheating and shutting down,"My laptop shuts down unexpectedly due to overheating, especially during video calls.",hardware,laptop,laptop,"hardware,laptop,executive,critical"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,r&d,critical"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,logistics,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,general,desktop,"other,general,it,high"
Email signature not displaying correctly,The corporate email signature is not rendering correctly in some email clients.,software,email,desktop,"software,email,logistics,high"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,hr,low"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,production,high"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,marketing,medium"
VPN two-factor authentication issue,2FA prompt is not being received during VPN login attempts.,access,VPN,laptop,"access,VPN,procurement,high"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,hr,critical"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,finance,critical"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,procurement,critical"
VPN slow speeds affecting productivity,"Remote users experience very slow VPN speeds, making file access impractical.",access,VPN,laptop,"access,VPN,logistics,high"
Desktop audio not working,No sound output from desktop. Speakers and headphones both affected.,hardware,desktop,desktop,"hardware,desktop,sales,high"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,marketing,low"
Server performance degraded,Application response times are slow. Suspected server resource contention.,hardware,server,server,"hardware,server,logistics,low"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,finance,low"
Email account not syncing on mobile,Work email is not syncing to mobile device. Calendar is also affected.,software,email,desktop,"software,email,logistics,critical"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,executive,low"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,hr,high"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,it,medium"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,production,medium"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,r&d,high"
WiFi guest network not working,The guest WiFi network is unreachable. Visitors are unable to connect.,network,WiFi,tablet,"network,WiFi,it,medium"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,production,critical"
DNS resolution failing for internal domains,Users cannot resolve internal domain names. External sites work fine.,network,DNS,server,"network,DNS,executive,high"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,marketing,medium"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,marketing,medium"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,finance,critical"
Server unresponsive,A server is not responding to pings or remote connections. Services may be down.,hardware,server,server,"hardware,server,hr,high"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,it,medium"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,r&d,high"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,legal,high"
Account locked after failed attempts,Account has been locked after multiple failed login attempts. Please unlock.,access,password,desktop,"access,password,it,medium"
Monitor not displaying image,Monitor remains black even though the computer is on and cable is connected.,hardware,monitor,monitor,"hardware,monitor,hr,high"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,sales,medium"
CRM not syncing with email,The CRM is not pulling in emails from Outlook. Integration appears broken.,software,CRM,desktop,"software,CRM,executive,critical"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,hr,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,support,medium"
Laptop overheating and shutting down,"My laptop shuts down unexpectedly due to overheating, especially during video calls.",hardware,laptop,laptop,"hardware,laptop,executive,medium"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,sales,medium"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,r&d,low"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,procurement,low"
Server performance degraded,Application response times are slow. Suspected server resource contention.,hardware,server,server,"hardware,server,executive,high"
Server memory error logged,Error logs show memory faults on the application server. Needs inspection.,hardware,server,server,"hardware,server,operations,medium"
LAN port not working at desk,The LAN port at my workstation is not providing network connectivity.,network,LAN,server,"network,LAN,support,medium"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,hr,medium"
New employee account setup needed,Please create all required accounts for new employee starting next Monday.,access,account,desktop,"access,account,procurement,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,procurement,medium"
Monitor resolution incorrect,Monitor is stuck at a lower resolution and cannot be changed in display settings.,hardware,monitor,monitor,"hardware,monitor,legal,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,sales,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,operations,medium"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,procurement,medium"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,production,high"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,executive,high"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,operations,high"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,marketing,high"
CRM data export failing,Attempting to export CRM reports results in an error. Data cannot be extracted.,software,CRM,desktop,"software,CRM,logistics,medium"
Antivirus update failed on workstation,Workstation antivirus failed to update and is showing an error code.,software,antivirus,desktop,"software,antivirus,hr,medium"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,legal,high"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,finance,medium"
ERP data sync not completing,Data synchronization between ERP modules is stalling and not completing.,software,ERP,desktop,"software,ERP,executive,medium"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,finance,medium"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,sales,low"
Laptop keyboard not responding,Several keys on my laptop keyboard have stopped working. Cannot type properly.,hardware,laptop,laptop,"hardware,laptop,finance,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,finance,medium"
Scanner not detected by computer,The document scanner is connected but not recognized by the workstation.,software,scanner,desktop,"software,scanner,operations,medium"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,it,critical"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,it,critical"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,legal,high"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,finance,high"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,operations,critical"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,marketing,low"
WiFi authentication error,Devices get an authentication error when trying to connect to corporate WiFi.,network,WiFi,tablet,"network,WiFi,marketing,critical"
Dual monitor setup not working,Second monitor is not detected when connected to docking station.,hardware,monitor,monitor,"hardware,monitor,executive,low"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,support,medium"
Printer prints blank pages,The printer produces blank pages instead of the expected document output.,hardware,printer,printer,"hardware,printer,hr,high"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,hr,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,logistics,medium"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,production,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,procurement,low"
Antivirus software out of date,Antivirus definitions have not updated in over 30 days on multiple machines.,software,security,mobile,"software,security,hr,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,hr,critical"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,marketing,low"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,r&d,high"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,sales,medium"
Tablet cannot join corporate WiFi,The tablet fails to authenticate with the corporate wireless network.,hardware,tablet,tablet,"hardware,tablet,it,low"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,it,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,legal,medium"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,legal,high"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,executive,critical"
Server disk space critically low,One of the production servers is almost out of disk space. Immediate action required.,hardware,server,server,"hardware,server,sales,critical"
Server performance degraded,Application response times are slow. Suspected server resource contention.,hardware,server,server,"hardware,server,operations,medium"
DNS resolution failing for internal domains,Users cannot resolve internal domain names. External sites work fine.,network,DNS,server,"network,DNS,executive,high"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,marketing,medium"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,marketing,high"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,sales,medium"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,logistics,high"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,support,medium"
Account locked after failed attempts,Account has been locked after multiple failed login attempts. Please unlock.,access,password,desktop,"access,password,production,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,procurement,critical"
Account permissions need updating,User's role changed and their account permissions need to be updated accordingly.,access,account,desktop,"access,account,logistics,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,general,desktop,"other,general,support,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,test,desktop,"other,test,production,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,marketing,high"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,logistics,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,executive,high"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,general,desktop,"other,general,finance,medium"
WiFi dead zone in conference room,There is no WiFi signal in the second-floor conference room. Extender needed.,network,WiFi,tablet,"network,WiFi,production,medium"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,it,high"
ERP module missing from dashboard,A required ERP module has disappeared from the user dashboard after an update.,software,ERP,desktop,"software,ERP,hr,high"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,procurement,medium"
Server unresponsive,A server is not responding to pings or remote connections. Services may be down.,hardware,server,server,"hardware,server,hr,medium"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,it,high"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,r&d,medium"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,production,medium"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,sales,low"
Server reboot required after update,Server requires a scheduled reboot following last night's system update.,hardware,server,server,"hardware,server,r&d,medium"
Application update failed,Last night's application update failed midway. App is now in an inconsistent state.,access,application,desktop,"access,application,r&d,low"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,logistics,high"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,marketing,medium"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,operations,low"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,marketing,high"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,executive,medium"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,support,medium"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,logistics,high"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,production,medium"
Monitor flickering intermittently,"The monitor screen flickers every few minutes, causing eye strain.",hardware,monitor,monitor,"hardware,monitor,production,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,general,desktop,"other,general,operations,high"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,support,high"
Password reset request,User is locked out of their account and needs a password reset.,access,password,desktop,"access,password,marketing,medium"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,legal,high"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,operations,low"
Password policy confusion,User is unsure of current password requirements and needs guidance.,access,password,desktop,"access,password,support,high"
Scanner feeder jamming frequently,The automatic document feeder is jamming with every batch of pages.,software,scanner,desktop,"software,scanner,executive,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,marketing,high"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,finance,high"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,procurement,low"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,marketing,low"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,it,critical"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,marketing,medium"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,production,high"
Printer network connection lost,The office printer has lost its network connection and cannot receive print jobs.,hardware,printer,printer,"hardware,printer,executive,medium"
Password expiry causing lockout,Password expired and self-service reset is not sending the recovery email.,access,password,desktop,"access,password,sales,medium"
Email account not syncing on mobile,Work email is not syncing to mobile device. Calendar is also affected.,software,email,desktop,"software,email,procurement,critical"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,procurement,medium"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,hr,medium"
Server reboot required after update,Server requires a scheduled reboot following last night's system update.,hardware,server,server,"hardware,server,executive,high"
ERP performance slow during peak hours,"ERP system slows significantly during morning peak hours, impacting productivity.",software,ERP,desktop,"software,ERP,logistics,high"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,finance,medium"
WiFi guest network not working,The guest WiFi network is unreachable. Visitors are unable to connect.,network,WiFi,tablet,"network,WiFi,support,medium"
Printer calibration needed,Print outputs are misaligned and colors are off. The printer needs calibration.,hardware,printer,printer,"hardware,printer,legal,medium"
Firewall blocking legitimate traffic,The firewall is blocking access to a required external API endpoint.,network,firewall,server,"network,firewall,executive,medium"
Laptop touchpad not working,The touchpad on my laptop is unresponsive. I am currently using a USB mouse as a workaround.,hardware,laptop,laptop,"hardware,laptop,marketing,high"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,procurement,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,procurement,low"
Departed employee account deactivation,Please disable all accounts for an employee who has left the company.,access,account,desktop,"access,account,operations,low"
Laptop screen goes black randomly,The laptop display randomly goes black and requires a restart to recover.,hardware,laptop,laptop,"hardware,laptop,executive,medium"
ERP login page not loading,The ERP system login page fails to load for users on the office network.,software,ERP,desktop,"software,ERP,legal,high"
Application throwing 500 error,Users receive a 500 internal server error when accessing certain app features.,access,application,desktop,"access,application,support,high"
Unauthorized device detected on network,Network monitoring flagged an unrecognized device on the internal network.,software,security,mobile,"software,security,sales,high"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,hr,high"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,logistics,medium"
Security software blocking legitimate app,Security software is incorrectly blocking a required business application.,software,security,mobile,"software,security,marketing,critical"
Email quota exceeded,User's mailbox is full and they cannot receive new emails. Quota increase needed.,software,email,desktop,"software,email,operations,medium"
New employee account setup needed,Please create all required accounts for new employee starting next Monday.,access,account,desktop,"access,account,hr,medium"
Server reboot required after update,Server requires a scheduled reboot following last night's system update.,hardware,server,server,"hardware,server,production,medium"
Scanner producing blurry images,Scanned documents are coming out blurry regardless of quality settings.,software,scanner,desktop,"software,scanner,it,medium"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,sales,low"
VPN client fails to connect,The VPN client returns an authentication error when trying to connect from home.,access,VPN,laptop,"access,VPN,operations,high"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,finance,medium"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,marketing,high"
VPN drops connection frequently,"VPN disconnects every 10-15 minutes, interrupting remote work.",access,VPN,laptop,"access,VPN,operations,high"
LAN VLAN misconfiguration,"After a network change, devices are not getting correct VLAN assignments.",network,LAN,server,"network,LAN,procurement,medium"
IoT sensor offline,An IoT sensor in the server room has gone offline and is not reporting data.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,executive,critical"
Desktop graphics card failure,Display artifacts and crashes suggest a failing GPU on desktop unit.,hardware,desktop,desktop,"hardware,desktop,logistics,medium"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,procurement,medium"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,r&d,critical"
Dual monitor setup not working,Second monitor is not detected when connected to docking station.,hardware,monitor,monitor,"hardware,monitor,finance,medium"
IT equipment inventory request,Need a current list of all IT equipment assigned to the department.,other,unicode,desktop,"other,unicode,production,critical"
Printer offline status,The printer shows as offline despite being powered on and connected to the network.,hardware,printer,printer,"hardware,printer,legal,medium"
LAN cable damaged and needs replacement,The LAN cable running to my workstation is damaged and needs replacing.,network,LAN,server,"network,LAN,executive,medium"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,marketing,medium"
Desktop audio not working,No sound output from desktop. Speakers and headphones both affected.,hardware,desktop,desktop,"hardware,desktop,support,low"
Printer offline status,The printer shows as offline despite being powered on and connected to the network.,hardware,printer,printer,"hardware,printer,legal,high"
IoT device firmware update needed,IoT devices require firmware update to patch a known security vulnerability.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,marketing,high"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,marketing,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,legal,medium"
Application license expired,Users are getting a license expiry message and cannot use the application.,access,application,desktop,"access,application,sales,low"
DNS cache needs flushing,Stale DNS entries are causing users to reach old server addresses.,network,DNS,server,"network,DNS,procurement,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,logistics,high"
Application crashes on login,The business application crashes immediately upon entering credentials.,access,application,desktop,"access,application,operations,medium"
IoT sensor giving incorrect readings,Temperature sensor readings seem unreliable and inconsistent with actual conditions.,hardware,IoT sensor,IoT sensor,"hardware,IoT sensor,sales,low"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,hr,low"
Antivirus scan causing system slowdown,Scheduled antivirus scans are causing severe system slowdowns during work hours.,software,antivirus,desktop,"software,antivirus,executive,high"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,support,high"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,hr,high"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,test,desktop,"other,test,hr,low"
LAN port not working at desk,The LAN port at my workstation is not providing network connectivity.,network,LAN,server,"network,LAN,sales,high"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,it,medium"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,procurement,critical"
Email marked as spam by recipients,Outgoing company emails are being flagged as spam by recipient servers.,software,email,desktop,"software,email,it,medium"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,legal,high"
Monitor has dead pixels,Several dead pixels are visible on the monitor screen. Replacement needed.,hardware,monitor,monitor,"hardware,monitor,hr,medium"
Antivirus flagging false positive,Antivirus is blocking a known-good application used for financial reporting.,software,antivirus,desktop,"software,antivirus,it,low"
Software license audit request,Please provide a summary of active software licenses for compliance review.,other,unicode,desktop,"other,unicode,it,high"
Tablet app crashes on launch,The required business app crashes immediately upon opening on this tablet.,hardware,tablet,tablet,"hardware,tablet,support,high"
Data loss prevention alert triggered,DLP policy triggered for a file transfer. Please review the alert details.,software,security,mobile,"software,security,operations,medium"
Phishing email reported by user,A user received a suspicious phishing email. Please investigate and advise.,software,security,mobile,"software,security,operations,high"
Desktop running extremely slow,Applications are taking over 5 minutes to load on this desktop PC.,hardware,desktop,desktop,"hardware,desktop,logistics,medium"
ERP custom report failing,A custom ERP report is failing to generate with a generic error.,software,ERP,desktop,"software,ERP,marketing,medium"
LAN port not working at desk,The LAN port at my workstation is not providing network connectivity.,network,LAN,server,"network,LAN,finance,medium"
CRM access needed for new sales rep,New sales team member needs access provisioned in the CRM system.,software,CRM,desktop,"software,CRM,finance,medium"
IT support during office move,Requesting IT support to assist with equipment setup during office relocation.,other,unicode,desktop,"other,unicode,sales,critical"
Application access needed for new employee,Please grant application access to a new team member starting Monday.,access,application,desktop,"access,application,procurement,medium"
Tablet battery not holding charge,Tablet drains within 2 hours even on low usage. Needs battery replacement.,hardware,tablet,tablet,"hardware,tablet,procurement,high"
Email attachments not opening,Email attachments are downloading but cannot be opened by any application.,software,email,desktop,"software,email,operations,medium"
Firewall rule change request,Please add a firewall rule to allow traffic from a new partner IP range.,network,firewall,server,"network,firewall,r&d,critical"
Monitor has dead pixels,Several dead pixels are visible on the monitor screen. Replacement needed.,hardware,monitor,monitor,"hardware,monitor,logistics,high"
LAN speed degraded in building wing,Network throughput is significantly reduced in the east wing of the building.,network,LAN,server,"network,LAN,hr,medium"
Tablet screen cracked,The tablet screen is cracked and touch is unresponsive in affected area.,hardware,tablet,tablet,"hardware,tablet,legal,medium"
WiFi password changed and users locked out,WiFi credentials were changed and users have not received the new password.,network,WiFi,tablet,"network,WiFi,legal,medium"
Shared mailbox access request,Team member needs access to the shared department mailbox.,software,email,desktop,"software,email,r&d,medium"
