text,category
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,r&d,high",software
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,finance,medium",software
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,procurement,medium",software
"double-sided printing not working duplex printing is failing, and documents are only printing on one side. printer printer hardware,printer,support,critical",hardware
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,legal,critical",access
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,legal,medium",other
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,operations,low",access
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,operations,high",hardware
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,marketing,medium",hardware
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,operations,high",other
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,it,medium",access
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,finance,low",network
"laptop battery draining too fast my laptop battery depletes within an hour even on low usage. please investigate the battery health. laptop laptop hardware,laptop,procurement,medium",hardware
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,legal,high",hardware
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,it,medium",network
"server unresponsive a server is not responding to pings or remote connections. services may be down. server server hardware,server,finance,high",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,sales,medium",network
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,r&d,high",other
"email quota exceeded user's mailbox is full and they cannot receive new emails. quota increase needed. email desktop software,email,legal,low",software
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,finance,critical",access
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,sales,medium",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,logistics,critical",software
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,sales,critical",network
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,logistics,critical",other
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,sales,low",software
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,procurement,medium",hardware
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,logistics,critical",software
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,operations,medium",network
"lan port not working at desk the lan port at my workstation is not providing network connectivity. lan server network,lan,production,medium",network
"lan cable damaged and needs replacement the lan cable running to my workstation is damaged and needs replacing. lan server network,lan,sales,medium",network
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,sales,critical",software
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,r&d,high",software
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,operations,high",software
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,legal,critical",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,operations,medium",other
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,operations,low",software
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,production,medium",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,procurement,high",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,production,medium",other
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,procurement,high",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,sales,medium",network
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,logistics,medium",hardware
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,finance,low",hardware
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,finance,medium",hardware
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,finance,medium",network
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,finance,critical",access
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,operations,medium",access
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,marketing,medium",software
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,sales,high",hardware
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,production,high",access
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,it,high",access
"tablet app crashes on launch the required business app crashes immediately upon opening on this tablet. tablet tablet hardware,tablet,executive,medium",hardware
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,legal,high",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,procurement,critical",other
"unauthorized device detected on network network monitoring flagged an unrecognized device on the internal network. security mobile software,security,legal,medium",software
"email quota exceeded user's mailbox is full and they cannot receive new emails. quota increase needed. email desktop software,email,logistics,medium",software
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,support,high",hardware
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,production,medium",software
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,hr,critical",hardware
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,r&d,medium",access
"printer offline status the printer shows as offline despite being powered on and connected to the network. printer printer hardware,printer,executive,critical",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,operations,medium",hardware
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,procurement,medium",access
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,operations,low",hardware
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,procurement,high",access
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,support,low",software
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,finance,medium",access
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,r&d,low",other
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,production,high",software
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,operations,low",software
"it equipment inventory request need a current list of all it equipment assigned to the department. test desktop other,test,support,critical",other
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,logistics,medium",software
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,r&d,high",access
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,production,medium",access
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,sales,critical",network
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,marketing,medium",software
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,it,high",hardware
"desktop audio not working no sound output from desktop. speakers and headphones both affected. desktop desktop hardware,desktop,hr,high",hardware
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,production,critical",hardware
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,executive,medium",software
"monitor resolution incorrect monitor is stuck at a lower resolution and cannot be changed in display settings. monitor monitor hardware,monitor,finance,medium",hardware
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,procurement,critical",access
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,marketing,high",access
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,it,medium",network
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,it,high",hardware
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,legal,medium",software
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,support,medium",network
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,r&d,medium",hardware
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,procurement,critical",hardware
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,executive,high",other
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,finance,high",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,finance,medium",other
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,executive,high",hardware
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,operations,medium",access
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,sales,high",software
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,procurement,high",hardware
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,procurement,medium",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,r&d,high",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,marketing,low",other
"erp module missing from dashboard a required erp module has disappeared from the user dashboard after an update. erp desktop software,erp,marketing,high",software
"server reboot required after update server requires a scheduled reboot following last night's system update. server server hardware,server,legal,high",hardware
"antivirus scan causing system slowdown scheduled antivirus scans are causing severe system slowdowns during work hours. antivirus desktop software,antivirus,r&d,medium",software
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,operations,critical",software
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,r&d,medium",software
"laptop screen goes black randomly the laptop display randomly goes black and requires a restart to recover. laptop laptop hardware,laptop,finance,low",hardware
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,procurement,medium",access
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,hr,high",hardware
"monitor flickering intermittently the monitor screen flickers every few minutes, causing eye strain. monitor monitor hardware,monitor,operations,medium",hardware
"laptop touchpad not working the touchpad on my laptop is unresponsive. i am currently using a usb mouse as a workaround. laptop laptop hardware,laptop,procurement,critical",hardware
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,hr,high",software
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,r&d,medium",network
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,marketing,critical",access
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,logistics,high",software
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,finance,medium",hardware
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,legal,high",hardware
"laptop battery draining too fast my laptop battery depletes within an hour even on low usage. please investigate the battery health. laptop laptop hardware,laptop,logistics,medium",hardware
"server memory error logged error logs show memory faults on the application server. needs inspection. server server hardware,server,support,critical",hardware
"antivirus update failed on workstation workstation antivirus failed to update and is showing an error code. antivirus desktop software,antivirus,production,medium",software
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,logistics,high",software
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,executive,medium",access
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,production,medium",network
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,operations,critical",software
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,procurement,medium",hardware
"password expiry causing lockout password expired and self-service reset is not sending the recovery email. password desktop access,password,support,medium",access
"erp data sync not completing data synchronization between erp modules is stalling and not completing. erp desktop software,erp,production,high",software
"printer prints blank pages the printer produces blank pages instead of the expected document output. printer printer hardware,printer,finance,high",hardware
"double-sided printing not working duplex printing is failing, and documents are only printing on one side. printer printer hardware,printer,r&d,critical",hardware
"wifi authentication error devices get an authentication error when trying to connect to corporate wifi. wifi tablet network,wifi,support,medium",network
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,sales,high",hardware
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,procurement,medium",network
"dual monitor setup not working second monitor is not detected when connected to docking station. monitor monitor hardware,monitor,marketing,medium",hardware
"security software blocking legitimate app security software is incorrectly blocking a required business application. security mobile software,security,executive,critical",software
"laptop touchpad not working the touchpad on my laptop is unresponsive. i am currently using a usb mouse as a workaround. laptop laptop hardware,laptop,finance,low",hardware
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,executive,medium",hardware
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,marketing,high",hardware
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,sales,medium",access
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,it,medium",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,it,medium",network
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,hr,critical",other
"wifi password changed and users locked out wifi credentials were changed and users have not received the new password. wifi tablet network,wifi,procurement,high",network
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,hr,high",access
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,it,medium",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,production,medium",software
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,hr,high",access
"laptop fan making loud noise the cooling fan on my laptop is very loud and seems to be running at full speed constantly. laptop laptop hardware,laptop,support,low",hardware
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,support,high",hardware
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,sales,medium",hardware
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,support,medium",software
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,production,medium",software
"security software blocking legitimate app security software is incorrectly blocking a required business application. security mobile software,security,finance,medium",software
"monitor not displaying image monitor remains black even though the computer is on and cable is connected. monitor monitor hardware,monitor,production,high",hardware
"firewall blocking legitimate traffic the firewall is blocking access to a required external api endpoint. firewall server network,firewall,finance,high",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,hr,medium",software
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,logistics,low",hardware
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,finance,high",network
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,logistics,medium",software
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,marketing,medium",access
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,support,medium",other
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,marketing,medium",other
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,production,medium",access
"iot device firmware update needed iot devices require firmware update to patch a known security vulnerability. iot sensor iot sensor hardware,iot sensor,procurement,low",hardware
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,operations,medium",network
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,operations,critical",software
"vpn client fails to connect the vpn client returns an authentication error when trying to connect from home. vpn laptop access,vpn,r&d,medium",access
"printer network connection lost the office printer has lost its network connection and cannot receive print jobs. printer printer hardware,printer,legal,high",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,logistics,high",other
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,procurement,high",access
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,logistics,high",access
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,r&d,low",network
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,executive,high",access
"shared mailbox access request team member needs access to the shared department mailbox. email desktop software,email,production,high",software
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,legal,high",other
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,procurement,medium",network
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,procurement,critical",hardware
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,production,high",software
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,it,high",access
"laptop touchpad not working the touchpad on my laptop is unresponsive. i am currently using a usb mouse as a workaround. laptop laptop hardware,laptop,procurement,medium",hardware
"tablet screen cracked the tablet screen is cracked and touch is unresponsive in affected area. tablet tablet hardware,tablet,finance,high",hardware
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,hr,low",network
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,sales,high",software
"software license audit request please provide a summary of active software licenses for compliance review. test desktop other,test,logistics,high",other
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,procurement,medium",other
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,logistics,high",other
"email quota exceeded user's mailbox is full and they cannot receive new emails. quota increase needed. email desktop software,email,sales,medium",software
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,production,high",software
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,it,high",software
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,legal,medium",network
"dns resolution failing for internal domains users cannot resolve internal domain names. external sites work fine. dns server network,dns,legal,critical",network
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,operations,medium",other
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,executive,low",network
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,finance,critical",hardware
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,support,high",other
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,executive,critical",network
"phishing email reported by user a user received a suspicious phishing email. please investigate and advise. security mobile software,security,r&d,high",software
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,procurement,medium",network
"vpn drops connection frequently vpn disconnects every 10-15 minutes, interrupting remote work. vpn laptop access,vpn,r&d,medium",access
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,logistics,medium",network
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,executive,low",access
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,procurement,high",software
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,logistics,critical",access
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,r&d,high",network
"vpn two-factor authentication issue 2fa prompt is not being received during vpn login attempts. vpn laptop access,vpn,production,medium",access
"data loss prevention alert triggered dlp policy triggered for a file transfer. please review the alert details. security mobile software,security,production,critical",software
"crm not syncing with email the crm is not pulling in emails from outlook. integration appears broken. crm desktop software,crm,hr,medium",software
"wifi guest network not working the guest wifi network is unreachable. visitors are unable to connect. wifi tablet network,wifi,r&d,medium",network
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,executive,high",access
"application license expired users are getting a license expiry message and cannot use the application. application desktop access,application,r&d,high",access
"it support during office move requesting it support to assist with equipment setup during office relocation. unicode desktop other,unicode,it,medium",other
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,it,medium",software
"tablet battery not holding charge tablet drains within 2 hours even on low usage. needs battery replacement. tablet tablet hardware,tablet,finance,medium",hardware
"account permissions need updating user's role changed and their account permissions need to be updated accordingly. account desktop access,account,support,medium",access
"wifi interference causing slow speeds wifi speeds in the open workspace are very slow due to suspected interference. wifi tablet network,wifi,operations,high",network
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,production,critical",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,it,medium",software
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,sales,critical",other
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,hr,medium",access
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,production,high",access
"desktop not powering on the desktop pc will not turn on despite power being connected correctly. desktop desktop hardware,desktop,executive,low",hardware
"application update failed last night's application update failed midway. app is now in an inconsistent state. application desktop access,application,marketing,critical",access
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,sales,medium",network
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,production,medium",software
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,procurement,medium",software
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,r&d,high",software
"it support during office move requesting it support to assist with equipment setup during office relocation. test desktop other,test,operations,high",other
"erp login page not loading the erp system login page fails to load for users on the office network. erp desktop software,erp,support,critical",software
"lan port not working at desk the lan port at my workstation is not providing network connectivity. lan server network,lan,production,medium",network
"password reset request user is locked out of their account and needs a password reset. password desktop access,password,production,critical",access
"new employee account setup needed please create all required accounts for new employee starting next monday. account desktop access,account,executive,medium",access
"email account not syncing on mobile work email is not syncing to mobile device. calendar is also affected. email desktop software,email,legal,high",software
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,operations,medium",other
"it equipment inventory request need a current list of all it equipment assigned to the department. general desktop other,general,procurement,medium",other
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,operations,high",hardware
"vpn slow speeds affecting productivity remote users experience very slow vpn speeds, making file access impractical. vpn laptop access,vpn,support,medium",access
"application throwing 500 error users receive a 500 internal server error when accessing certain app features. application desktop access,application,executive,critical",access
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,executive,high",hardware
"it support during office move requesting it support to assist with equipment setup during office relocation. general desktop other,general,support,high",other
"wifi dead zone in conference room there is no wifi signal in the second-floor conference room. extender needed. wifi tablet network,wifi,production,medium",network
"departed employee account deactivation please disable all accounts for an employee who has left the company. account desktop access,account,support,high",access
"password policy confusion user is unsure of current password requirements and needs guidance. password desktop access,password,executive,medium",access
"antivirus software out of date antivirus definitions have not updated in over 30 days on multiple machines. security mobile software,security,it,high",software
"laptop won't boot up my laptop is stuck on the boot screen and won't load the os. laptop laptop hardware,laptop,hr,high",hardware
"desktop freezing randomly the desktop computer freezes and requires a hard reboot several times a day. desktop desktop hardware,desktop,logistics,high",hardware
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,procurement,critical",software
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,r&d,high",software
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,r&d,medium",software
"laptop won't boot up my laptop is stuck on the boot screen and won't load the os. laptop laptop hardware,laptop,support,high",hardware
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,logistics,high",other
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,legal,medium",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,operations,critical",network
"crm data export failing attempting to export crm reports results in an error. data cannot be extracted. crm desktop software,crm,procurement,high",software
"vpn access needed for contractor please provision vpn access for an external contractor starting this week. vpn laptop access,vpn,support,high",access
"desktop running extremely slow applications are taking over 5 minutes to load on this desktop pc. desktop desktop hardware,desktop,hr,medium",hardware
"application crashes on login the business application crashes immediately upon entering credentials. application desktop access,application,sales,medium",access
"antivirus flagging false positive antivirus is blocking a known-good application used for financial reporting. antivirus desktop software,antivirus,sales,medium",software
"dns cache needs flushing stale dns entries are causing users to reach old server addresses. dns server network,dns,hr,medium",network
"server raid failure alert raid controller alert triggered. possible drive failure on production server. server server hardware,server,marketing,high",hardware
"server disk space critically low one of the production servers is almost out of disk space. immediate action required. server server hardware,server,r&d,critical",hardware
"software license audit request please provide a summary of active software licenses for compliance review. general desktop other,general,production,medium",other
"it equipment inventory request need a current list of all it equipment assigned to the department. unicode desktop other,unicode,operations,low",other
"scanner feeder jamming frequently the automatic document feeder is jamming with every batch of pages. scanner desktop software,scanner,legal,low",software
"application access needed for new employee please grant application access to a new team member starting monday. application desktop access,application,legal,low",access
"desktop audio not working no sound output from desktop. speakers and headphones both affected. desktop desktop hardware,desktop,finance,low",hardware
"laptop overheating and shutting down my laptop shuts down unexpectedly due to overheating, especially during video calls. laptop laptop hardware,laptop,sales,critical",hardware
"monitor has dead pixels several dead pixels are visible on the monitor screen. replacement needed. monitor monitor hardware,monitor,hr,medium",hardware
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,hr,medium",software
"software license audit request please provide a summary of active software licenses for compliance review. unicode desktop other,unicode,marketing,critical",other
"erp performance slow during peak hours erp system slows significantly during morning peak hours, impacting productivity. erp desktop software,erp,support,critical",software
"printer toner low alert printer is displaying a low toner warning. please arrange a replacement cartridge. printer printer hardware,printer,support,medium",hardware
"iot sensor giving incorrect readings temperature sensor readings seem unreliable and inconsistent with actual conditions. iot sensor iot sensor hardware,iot sensor,finance,high",hardware
"email attachments not opening email attachments are downloading but cannot be opened by any application. email desktop software,email,executive,critical",software
"iot sensor offline an iot sensor in the server room has gone offline and is not reporting data. iot sensor iot sensor hardware,iot sensor,procurement,medium",hardware
"erp custom report failing a custom erp report is failing to generate with a generic error. erp desktop software,erp,sales,high",software
"scanner producing blurry images scanned documents are coming out blurry regardless of quality settings. scanner desktop software,scanner,logistics,high",software
"firewall logs showing suspicious activity firewall logs show repeated connection attempts from unknown ips. firewall server network,firewall,legal,high",network
"scanner not detected by computer the document scanner is connected but not recognized by the workstation. scanner desktop software,scanner,r&d,low",software
"tablet cannot join corporate wifi the tablet fails to authenticate with the corporate wireless network. tablet tablet hardware,tablet,marketing,medium",hardware
"lan speed degraded in building wing network throughput is significantly reduced in the east wing of the building. lan server network,lan,r&d,high",network
"email quota exceeded user's mailbox is full and they cannot receive new emails. quota increase needed. email desktop software,email,finance,critical",software
"firewall rule change request please add a firewall rule to allow traffic from a new partner ip range. firewall server network,firewall,support,medium",network
